Info 0    [17:01:27.166] Starting TS Server
Info 2530 [12:26:01.814] Different program with same set of files
Info 2531 [12:26:01.837] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2532 [12:26:01.862] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 814 structureChanged: false structureIsReused:: Completely Elapsed: 25.096621990203857ms
Info 2533 [12:26:01.862] Different program with same set of files
Info 2534 [12:26:02.789] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2535 [12:26:02.816] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 815 structureChanged: false structureIsReused:: Completely Elapsed: 26.598117023706436ms
Info 2536 [12:26:02.816] Different program with same set of files
Info 2537 [12:26:03.382] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2538 [12:26:03.436] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 816 structureChanged: false structureIsReused:: Completely Elapsed: 54.301919013261795ms
Info 2539 [12:26:03.436] Different program with same set of files
Info 2540 [12:26:03.843] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2541 [12:26:03.897] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 817 structureChanged: false structureIsReused:: Completely Elapsed: 54.413078010082245ms
Info 2542 [12:26:03.897] Different program with same set of files
Info 2543 [12:26:05.003] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2544 [12:26:05.048] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 818 structureChanged: false structureIsReused:: Completely Elapsed: 44.62550699710846ms
Info 2545 [12:26:05.048] Different program with same set of files
Info 2546 [12:26:08.691] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2547 [12:26:08.741] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 819 structureChanged: false structureIsReused:: Completely Elapsed: 49.82700702548027ms
Info 2548 [12:26:08.741] Different program with same set of files
Info 2549 [12:26:10.059] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2550 [12:26:10.105] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 820 structureChanged: false structureIsReused:: Completely Elapsed: 46.54993000626564ms
Info 2551 [12:26:10.106] Different program with same set of files
Info 2552 [12:26:11.020] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2553 [12:26:11.060] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 821 structureChanged: false structureIsReused:: Completely Elapsed: 39.21008002758026ms
Info 2554 [12:26:11.060] Different program with same set of files
Info 2555 [12:26:11.061] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2556 [12:26:11.083] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 822 structureChanged: false structureIsReused:: Completely Elapsed: 22.45534399151802ms
Info 2557 [12:26:11.083] Different program with same set of files
Info 2558 [12:26:12.654] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2559 [12:26:12.684] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 823 structureChanged: false structureIsReused:: Completely Elapsed: 29.87415900826454ms
Info 2560 [12:26:12.684] Different program with same set of files
Info 2561 [12:26:12.957] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2562 [12:26:13.005] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 824 structureChanged: false structureIsReused:: Completely Elapsed: 48.21335098147392ms
Info 2563 [12:26:13.005] Different program with same set of files
Info 2564 [12:26:14.439] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2565 [12:26:14.464] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 825 structureChanged: false structureIsReused:: Completely Elapsed: 24.74924299120903ms
Info 2566 [12:26:14.464] Different program with same set of files
Info 2567 [12:26:15.311] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2568 [12:26:15.339] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 826 structureChanged: false structureIsReused:: Completely Elapsed: 27.33771601319313ms
Info 2569 [12:26:15.339] Different program with same set of files
Info 2570 [12:26:16.399] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2571 [12:26:16.432] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 827 structureChanged: false structureIsReused:: Completely Elapsed: 32.316880017519ms
Info 2572 [12:26:16.432] Different program with same set of files
Info 2573 [12:26:17.046] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2574 [12:26:17.074] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 828 structureChanged: false structureIsReused:: Completely Elapsed: 27.03666001558304ms
Info 2575 [12:26:17.074] Different program with same set of files
Info 2576 [12:26:17.074] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2577 [12:26:17.095] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 829 structureChanged: false structureIsReused:: Completely Elapsed: 20.860615998506546ms
Info 2578 [12:26:17.095] Different program with same set of files
Info 2579 [12:26:17.396] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2580 [12:26:17.443] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 830 structureChanged: false structureIsReused:: Completely Elapsed: 46.6586540043354ms
Info 2581 [12:26:17.443] Different program with same set of files
Info 2582 [12:26:17.706] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2583 [12:26:17.757] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 831 structureChanged: false structureIsReused:: Completely Elapsed: 50.75788700580597ms
Info 2584 [12:26:17.757] Different program with same set of files
Info 2585 [12:26:17.758] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2586 [12:26:17.781] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 832 structureChanged: false structureIsReused:: Completely Elapsed: 22.457825005054474ms
Info 2587 [12:26:17.781] Different program with same set of files
Info 2588 [12:26:18.023] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2589 [12:26:18.076] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 833 structureChanged: false structureIsReused:: Completely Elapsed: 52.97785800695419ms
Info 2590 [12:26:18.076] Different program with same set of files
Info 2591 [12:26:18.079] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2592 [12:26:18.103] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 834 structureChanged: false structureIsReused:: Completely Elapsed: 23.727283984422684ms
Info 2593 [12:26:18.103] Different program with same set of files
Info 2594 [12:26:19.027] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2595 [12:26:19.053] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 835 structureChanged: false structureIsReused:: Completely Elapsed: 25.76544699072838ms
Info 2596 [12:26:19.053] Different program with same set of files
Info 2597 [12:26:19.590] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2598 [12:26:19.618] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 836 structureChanged: false structureIsReused:: Completely Elapsed: 28.055143982172012ms
Info 2599 [12:26:19.618] Different program with same set of files
Info 2600 [12:26:19.638] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2601 [12:26:19.663] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 837 structureChanged: false structureIsReused:: Completely Elapsed: 25.29066500067711ms
Info 2602 [12:26:19.663] Different program with same set of files
Info 2603 [12:26:21.231] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2604 [12:26:21.256] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 838 structureChanged: false structureIsReused:: Completely Elapsed: 25.155083000659943ms
Info 2605 [12:26:21.256] Different program with same set of files
Info 2606 [12:26:21.344] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2607 [12:26:21.366] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 839 structureChanged: false structureIsReused:: Completely Elapsed: 21.90677198767662ms
Info 2608 [12:26:21.366] Different program with same set of files
Info 2609 [12:26:23.131] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2610 [12:26:23.156] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 840 structureChanged: false structureIsReused:: Completely Elapsed: 24.695464998483658ms
Info 2611 [12:26:23.156] Different program with same set of files
Info 2612 [12:26:25.551] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2613 [12:26:25.600] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 841 structureChanged: false structureIsReused:: Completely Elapsed: 49.094720005989075ms
Info 2614 [12:26:25.600] Different program with same set of files
Info 2615 [12:26:26.533] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2616 [12:26:26.587] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 842 structureChanged: false structureIsReused:: Completely Elapsed: 53.700190991163254ms
Info 2617 [12:26:26.587] Different program with same set of files
Info 2618 [12:26:27.045] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2619 [12:26:27.102] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 843 structureChanged: false structureIsReused:: Completely Elapsed: 56.538082987070084ms
Info 2620 [12:26:27.102] Different program with same set of files
Info 2621 [12:26:30.841] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2622 [12:26:30.891] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 844 structureChanged: false structureIsReused:: Completely Elapsed: 49.98725998401642ms
Info 2623 [12:26:30.891] Different program with same set of files
Info 2624 [12:26:30.893] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2625 [12:26:30.913] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 845 structureChanged: false structureIsReused:: Completely Elapsed: 20.425799012184143ms
Info 2626 [12:26:30.913] Different program with same set of files
Info 2627 [12:26:32.188] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2628 [12:26:32.212] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 846 structureChanged: false structureIsReused:: Completely Elapsed: 23.98845198750496ms
Info 2629 [12:26:32.213] Different program with same set of files
Info 2630 [12:38:36.148] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2631 [12:38:36.207] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 847 structureChanged: false structureIsReused:: Completely Elapsed: 58.98142600059509ms
Info 2632 [12:38:36.207] Different program with same set of files
Info 2633 [12:38:55.715] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2634 [12:38:55.759] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 848 structureChanged: false structureIsReused:: Completely Elapsed: 44.09147998690605ms
Info 2635 [12:38:55.759] Different program with same set of files
Info 2636 [12:39:04.074] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2637 [12:39:04.106] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 849 structureChanged: false structureIsReused:: Completely Elapsed: 31.87778601050377ms
Info 2638 [12:39:04.106] Different program with same set of files
Info 2639 [12:39:21.891] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2640 [12:39:21.927] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 850 structureChanged: false structureIsReused:: Completely Elapsed: 36.211329996585846ms
Info 2641 [12:39:21.927] Different program with same set of files
Info 2642 [12:39:23.958] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2643 [12:39:23.990] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 851 structureChanged: false structureIsReused:: Completely Elapsed: 32.62354001402855ms
Info 2644 [12:39:23.990] Different program with same set of files
Info 2645 [12:39:30.194] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2646 [12:39:30.223] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 852 structureChanged: false structureIsReused:: Completely Elapsed: 29.21739399433136ms
Info 2647 [12:39:30.224] Different program with same set of files
Info 2648 [12:39:31.424] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2649 [12:39:31.460] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 853 structureChanged: false structureIsReused:: Completely Elapsed: 36.13541600108147ms
Info 2650 [12:39:31.460] Different program with same set of files
Info 2651 [12:39:31.823] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2652 [12:39:31.884] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 854 structureChanged: false structureIsReused:: Completely Elapsed: 61.64495301246643ms
Info 2653 [12:39:31.884] Different program with same set of files
Info 2654 [12:39:31.908] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2655 [12:39:31.930] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 855 structureChanged: false structureIsReused:: Completely Elapsed: 22.688041001558304ms
Info 2656 [12:39:31.930] Different program with same set of files
Info 2657 [12:39:32.286] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2658 [12:39:32.312] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 856 structureChanged: false structureIsReused:: Completely Elapsed: 26.054825991392136ms
Info 2659 [12:39:32.312] Different program with same set of files
Info 2660 [12:39:32.335] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2661 [12:39:32.357] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 857 structureChanged: false structureIsReused:: Completely Elapsed: 21.836079001426697ms
Info 2662 [12:39:32.357] Different program with same set of files
Info 2663 [12:39:33.608] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2664 [12:39:33.661] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 858 structureChanged: false structureIsReused:: Completely Elapsed: 53.27655699849129ms
Info 2665 [12:39:33.661] Different program with same set of files
Info 2666 [12:39:34.961] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2667 [12:39:34.998] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 859 structureChanged: false structureIsReused:: Completely Elapsed: 36.24465501308441ms
Info 2668 [12:39:34.998] Different program with same set of files
Info 2669 [12:39:34.999] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2670 [12:39:35.024] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 860 structureChanged: false structureIsReused:: Completely Elapsed: 24.403894990682602ms
Info 2671 [12:39:35.024] Different program with same set of files
Info 2672 [12:39:35.462] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2673 [12:39:35.507] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 861 structureChanged: false structureIsReused:: Completely Elapsed: 44.51158398389816ms
Info 2674 [12:39:35.507] Different program with same set of files
Info 2675 [12:39:35.611] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2676 [12:39:35.634] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 862 structureChanged: false structureIsReused:: Completely Elapsed: 23.022784024477005ms
Info 2677 [12:39:35.634] Different program with same set of files
Info 2678 [12:39:36.138] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2679 [12:39:36.167] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 863 structureChanged: false structureIsReused:: Completely Elapsed: 29.10869202017784ms
Info 2680 [12:39:36.167] Different program with same set of files
Info 2681 [12:39:36.572] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2682 [12:39:36.626] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 864 structureChanged: false structureIsReused:: Completely Elapsed: 53.88766199350357ms
Info 2683 [12:39:36.626] Different program with same set of files
Info 2684 [12:39:37.138] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2685 [12:39:37.179] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 865 structureChanged: false structureIsReused:: Completely Elapsed: 41.358496993780136ms
Info 2686 [12:39:37.179] Different program with same set of files
Info 2687 [12:39:37.966] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2688 [12:39:38.005] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 866 structureChanged: false structureIsReused:: Completely Elapsed: 38.87057200074196ms
Info 2689 [12:39:38.005] Different program with same set of files
Info 2690 [12:39:38.607] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2691 [12:39:38.645] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 867 structureChanged: false structureIsReused:: Completely Elapsed: 37.64038300514221ms
Info 2692 [12:39:38.645] Different program with same set of files
Info 2693 [12:39:38.646] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2694 [12:39:38.666] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 868 structureChanged: false structureIsReused:: Completely Elapsed: 20.381160974502563ms
Info 2695 [12:39:38.666] Different program with same set of files
Info 2696 [12:39:38.949] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2697 [12:39:39.006] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 869 structureChanged: false structureIsReused:: Completely Elapsed: 56.86039099097252ms
Info 2698 [12:39:39.006] Different program with same set of files
Info 2699 [12:39:39.007] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2700 [12:39:39.033] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 870 structureChanged: false structureIsReused:: Completely Elapsed: 25.90614601969719ms
Info 2701 [12:39:39.033] Different program with same set of files
Info 2702 [12:39:41.215] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2703 [12:39:41.258] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 871 structureChanged: false structureIsReused:: Completely Elapsed: 43.19999802112579ms
Info 2704 [12:39:41.258] Different program with same set of files
Info 2705 [21:30:46.789] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2706 [21:30:46.836] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 872 structureChanged: false structureIsReused:: Completely Elapsed: 45.909168004989624ms
Info 2707 [21:30:46.836] Different program with same set of files
Info 2708 [21:30:47.165] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2709 [21:30:47.214] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 873 structureChanged: false structureIsReused:: Completely Elapsed: 48.50384497642517ms
Info 2710 [21:30:47.214] Different program with same set of files
Info 2711 [21:30:47.995] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2712 [21:30:48.023] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 874 structureChanged: false structureIsReused:: Completely Elapsed: 27.856802999973297ms
Info 2713 [21:30:48.023] Different program with same set of files
Info 2714 [21:30:50.365] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2715 [21:30:50.412] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 875 structureChanged: false structureIsReused:: Completely Elapsed: 46.59503397345543ms
Info 2716 [21:30:50.412] Different program with same set of files
Info 2717 [21:30:50.413] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2718 [21:30:50.445] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 876 structureChanged: false structureIsReused:: Completely Elapsed: 31.763210982084274ms
Info 2719 [21:30:50.445] Different program with same set of files
Info 2720 [21:30:50.918] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2721 [21:30:50.965] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 877 structureChanged: false structureIsReused:: Completely Elapsed: 46.57040700316429ms
Info 2722 [21:30:50.965] Different program with same set of files
Info 2723 [21:30:56.332] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2724 [21:30:56.386] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 878 structureChanged: false structureIsReused:: Completely Elapsed: 54.6642119884491ms
Info 2725 [21:30:56.387] Different program with same set of files
Info 2726 [21:30:57.554] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2727 [21:30:57.603] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 879 structureChanged: false structureIsReused:: Completely Elapsed: 48.997990012168884ms
Info 2728 [21:30:57.603] Different program with same set of files
Info 2729 [21:30:59.541] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2730 [21:30:59.592] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 880 structureChanged: false structureIsReused:: Completely Elapsed: 50.10463500022888ms
Info 2731 [21:30:59.592] Different program with same set of files
Info 2732 [21:30:59.835] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2733 [21:30:59.890] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 881 structureChanged: false structureIsReused:: Completely Elapsed: 55.033282995224ms
Info 2734 [21:30:59.890] Different program with same set of files
Info 2735 [21:31:00.146] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2736 [21:31:00.197] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 882 structureChanged: false structureIsReused:: Completely Elapsed: 51.164338022470474ms
Info 2737 [21:31:00.197] Different program with same set of files
Info 2738 [21:31:00.450] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2739 [21:31:00.529] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 883 structureChanged: false structureIsReused:: Completely Elapsed: 78.65224498510361ms
Info 2740 [21:31:00.529] Different program with same set of files
Info 2741 [21:31:00.822] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2742 [21:31:00.882] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 884 structureChanged: false structureIsReused:: Completely Elapsed: 60.71245101094246ms
Info 2743 [21:31:00.882] Different program with same set of files
Info 2744 [21:31:04.401] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2745 [21:31:04.441] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 885 structureChanged: false structureIsReused:: Completely Elapsed: 40.74162098765373ms
Info 2746 [21:31:04.441] Different program with same set of files
Info 2747 [21:31:04.723] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2748 [21:31:04.770] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 886 structureChanged: false structureIsReused:: Completely Elapsed: 46.86992400884628ms
Info 2749 [21:31:04.770] Different program with same set of files
Info 2750 [21:31:05.517] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2751 [21:31:05.541] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 887 structureChanged: false structureIsReused:: Completely Elapsed: 24.684991002082825ms
Info 2752 [21:31:05.541] Different program with same set of files
Info 2753 [21:31:09.045] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2754 [21:31:09.096] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 888 structureChanged: false structureIsReused:: Completely Elapsed: 51.08532598614693ms
Info 2755 [21:31:09.096] Different program with same set of files
Info 2756 [21:31:09.698] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2757 [21:31:09.758] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 889 structureChanged: false structureIsReused:: Completely Elapsed: 59.386851996183395ms
Info 2758 [21:31:09.758] Different program with same set of files
Info 2759 [21:31:10.183] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2760 [21:31:10.224] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 890 structureChanged: false structureIsReused:: Completely Elapsed: 41.45505699515343ms
Info 2761 [21:31:10.224] Different program with same set of files
Info 2762 [21:31:11.677] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2763 [21:31:11.727] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 891 structureChanged: false structureIsReused:: Completely Elapsed: 49.38719600439072ms
Info 2764 [21:31:11.727] Different program with same set of files
Info 2765 [21:31:11.728] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2766 [21:31:11.753] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 892 structureChanged: false structureIsReused:: Completely Elapsed: 25.5905219912529ms
Info 2767 [21:31:11.753] Different program with same set of files
Info 2768 [21:31:12.062] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2769 [21:31:12.105] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 893 structureChanged: false structureIsReused:: Completely Elapsed: 43.17584300041199ms
Info 2770 [21:31:12.105] Different program with same set of files
Info 2771 [21:31:12.106] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2772 [21:31:12.129] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 894 structureChanged: false structureIsReused:: Completely Elapsed: 22.968306988477707ms
Info 2773 [21:31:12.129] Different program with same set of files
Info 2774 [21:31:20.897] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2775 [21:31:20.943] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 895 structureChanged: false structureIsReused:: Completely Elapsed: 46.17263200879097ms
Info 2776 [21:31:20.943] Different program with same set of files
Info 2777 [21:31:22.234] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2778 [21:31:22.292] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 896 structureChanged: false structureIsReused:: Completely Elapsed: 58.567129015922546ms
Info 2779 [21:31:22.292] Different program with same set of files
Info 2780 [21:31:23.671] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2781 [21:31:23.721] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 897 structureChanged: false structureIsReused:: Completely Elapsed: 50.52973601222038ms
Info 2782 [21:31:23.721] Different program with same set of files
Info 2783 [21:31:23.989] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2784 [21:31:24.042] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 898 structureChanged: false structureIsReused:: Completely Elapsed: 53.43976101279259ms
Info 2785 [21:31:24.043] Different program with same set of files
Info 2786 [21:32:28.755] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2787 [21:32:28.832] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 899 structureChanged: false structureIsReused:: Completely Elapsed: 77.14259800314903ms
Info 2788 [21:32:28.832] Different program with same set of files
Info 2789 [21:32:55.914] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2790 [21:32:55.989] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 900 structureChanged: false structureIsReused:: Completely Elapsed: 75.28928300738335ms
Info 2791 [21:32:55.989] Different program with same set of files
Info 2792 [21:33:01.657] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2793 [21:33:01.716] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 901 structureChanged: false structureIsReused:: Completely Elapsed: 58.62662297487259ms
Info 2794 [21:33:01.716] Different program with same set of files
Info 2795 [21:33:01.718] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2796 [21:33:01.748] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 902 structureChanged: false structureIsReused:: Completely Elapsed: 30.051414012908936ms
Info 2797 [21:33:01.748] Different program with same set of files
Info 2798 [21:33:02.168] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2799 [21:33:02.220] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 903 structureChanged: false structureIsReused:: Completely Elapsed: 51.849817991256714ms
Info 2800 [21:33:02.220] Different program with same set of files
Info 2801 [21:33:19.197] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2802 [21:33:19.241] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 904 structureChanged: false structureIsReused:: Completely Elapsed: 43.63574701547623ms
Info 2803 [21:33:19.241] Different program with same set of files
